"","Module","Policy","ISO","year","Value","Policytype","Policytype_detail","diff","diff_2","introduction","diff_adj","diff_2_adj","source","Policy_name_fig_1","Policy_name_fig_2_3","Policy_name_fig_4","Market_non_market","Cluster_categories","label","High_income"
"841","Transport","Excise Tax Transport","MEX",2017,3,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fuel tax","Fuel tax","Taxation (driving)","Market","Pricing","jump",0
"842","Transport","Financial support","AUT",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"843","Transport","Financial support","CZE",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"844","Transport","Financial support","DEU",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"845","Transport","Financial support","DNK",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"846","Transport","Financial support","ESP",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"847","Transport","Financial support","FRA",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"848","Transport","Financial support","GBR",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"849","Transport","Financial support","GRC",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"850","Transport","Financial support","HUN",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"851","Transport","Financial support","IDN",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",0
"852","Transport","Financial support","IRL",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"853","Transport","Financial support","ITA",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"854","Transport","Financial support","ROU",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"855","Transport","Financial support","SVK",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"856","Transport","Financial support ","PRT",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"857","Transport","Financial support ","MEX",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",0
"858","Transport","Fossil Fuel Subsidies Transport","BRA",2017,5,"MBI","Carbon Pricing",3,3,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"859","Transport","Investment in Rail Infrastructure","MEX",2017,8,"NMBI","Other NMBI",2,4,0,1,0,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",0
"860","Transport","Investment in Rail Infrastructure","JPN",2017,6,"NMBI","Other NMBI",2,1,0,1,0,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"861","Transport","Investment in Rail Infrastructure","NZL",2017,3,"NMBI","Other NMBI",2,-1,0,1,0,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"862","Transport","MEPS Transport","BRA",2017,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD","Performance standard (cars & trucks)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"863","Transport","MEPS Transport","IND",2017,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Performance standard (cars & trucks)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"864","Transport","Speed Limits","IND",2017,9,"NMBI","Other NMBI",9,9,1,1,1,"OECD","Speed limit","Speed limit","Speed limit","Non-market","Regulation","jump",0
"865","Transport","Taxation","GBR",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax (cars)","Vehicle tax","Taxation (vehicle)","Market","Pricing","jump",1
"866","Transport","Taxation","ESP",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax (cars)","Vehicle tax","Taxation (vehicle)","Market","Pricing","jump",1
"867","Transport","Taxation","ROU",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax (cars)","Vehicle tax","Taxation (vehicle)","Market","Pricing","jump",1
"868","Transport","Taxation","DNK",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax (cars)","Vehicle tax","Taxation (vehicle)","Market","Pricing","jump",1
"869","Buildings","BuildingEnergyCodes","RUS",2018,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Building code","Building code","Building code","Non-market","Regulation","jump",0
"870","Buildings","Carbon tax","ARG",2018,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",0
"871","Buildings","Carbon Tax Buildings","FRA",2018,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",1
"872","Buildings","ETS Buildings","JPN",2018,5,"MBI","Carbon Pricing",5,5,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",1
"873","Buildings","Financial support","FRA",2018,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"874","Buildings","Financing Mechanism Buildings","AUS",2018,10,"MBI","Subsidy",2,2,0,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"875","Buildings","Financing Mechanism Buildings","FIN",2018,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"876","Buildings","Financing Mechanism Buildings","BRA",2018,10,"MBI","Subsidy",2,2,0,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",0
"877","Buildings","Fossil Fuel Subsides Buildings","COL",2018,5,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"878","Buildings","MEPS of appliances","CHL",2018,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Performance standard (appliances)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"879","Electricity","AirEmissionStandards","CHE",2018,9,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"880","Electricity","Auction","CHN",2018,5,"MBI","Subsidy",5,2,0,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",0
"881","Electricity","Auction","RUS",2018,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",0
"882","Electricity","Auction","SAU",2018,2,"MBI","Subsidy",2,2,1,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",0
"883","Electricity","Auction","FRA",2018,5,"MBI","Subsidy",2,5,0,1,0,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",1
"884","Electricity","Auction","AUS",2018,1,"MBI","Subsidy",1,1,1,0,0,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",1
"885","Electricity","Auction","GRC",2018,6,"MBI","Subsidy",6,3,0,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",1
"886","Electricity","Auction","DNK",2018,2,"MBI","Subsidy",2,-1,0,1,0,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",1
"887","Electricity","BanPhaseOutCoal","ESP",2018,1,"NMBI","Technology Standards",1,1,1,0,0,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"888","Electricity","BanPhaseOutCoal","IRL",2018,5,"NMBI","Technology Standards",5,5,1,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"889","Electricity","BanPhaseOutCoal","CHL",2018,5,"NMBI","Technology Standards",5,5,1,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",0
"890","Electricity","Excise Taxes Electricity","PRT",2018,1,"MBI","Carbon Pricing",1,1,1,0,0,"OECD","Fuel tax","Fuel tax","Taxation","Market","Pricing","jump",1
"891","Electricity","Feed-In-Tariffs","USA",2018,4,"MBI","Subsidy",2,2,0,1,1,"OECD","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","jump",1
"892","Electricity","PlanningRenewablesExpansion","ZAF",2018,9,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",0
"893","Electricity","PlanningRenewablesExpansion","CHE",2018,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",1
"894","Electricity","PlanningRenewablesExpansion","DNK",2018,9,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",1
"895","Electricity","PlanningRenewablesExpansion","AUT",2018,7,"NMBI","Other regulatory instruments",1,2,0,0,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",1
"896","Electricity","Renewable energy certificates","CHN",2018,7,"MBI","Subsidy",7,7,1,1,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Renewable portfolio standard","Non-market","Regulation","jump",0
"897","Industry","Carbon Tax Industry","ARG",2018,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",0
"898","Industry","EnergyEfficiencyMandates","CHE",2018,8,"NMBI","Other regulatory instruments",2,7,0,1,0,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"899","Industry","EnergyEfficiencyMandates","BRA",2018,6,"NMBI","Other regulatory instruments",2,3,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",0
"900","Industry","EnergyEfficiencyMandates","PER",2018,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",0
"901","Industry","EnergyEfficiencyMandates","CHL",2018,6,"NMBI","Other regulatory instruments",2,4,0,1,0,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",0
"902","Industry","EnergyEfficiencyMandates","KOR",2018,8,"NMBI","Other regulatory instruments",7,7,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",0
"903","Industry","ETS Industry","JPN",2018,4,"MBI","Carbon Pricing",4,4,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",1
"904","Industry","Financing Mechanism Industry","FIN",2018,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"905","Industry","Fossil Fuel Subsidies Industry","ARG",2018,3,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"906","Industry","Fossil Fuel Subsidies Industry","MEX",2018,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"907","Industry","MEPS electric motors","IND",2018,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"908","Transport","Bans and Phaseouts passenger cars ICE","DNK",2018,3,"NMBI","Technology Standards",3,3,1,1,1,"OECD","Ban & phase out (fossil cars)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"909","Transport","Carbon Tax Transport","ARG",2018,5,"MBI","Carbon Pricing",5,5,1,1,1,"OECD","Carbon tax","Carbon tax","Taxation (driving)","Market","Pricing","jump",0
"910","Transport","Carbon Tax Transport","FRA",2018,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Carbon tax","Carbon tax","Taxation (driving)","Market","Pricing","slow_increase",1
"911","Transport","Excise Tax Transport","GRC",2018,9,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel tax","Fuel tax","Taxation (driving)","Market","Pricing","jump",1
"912","Transport","Financial support","NOR",2018,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"913","Transport","Financial support","BGR",2018,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"914","Transport","Financial support","BRA",2018,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",0
"915","Transport","Financial support","SWE",2018,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"916","Transport","Investment in Rail Infrastructure","SVK",2018,5,"NMBI","Other NMBI",1,2,0,0,1,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"917","Transport","Labels Passenger Cars","SAU",2018,10,"NMBI","Information",10,10,1,1,1,"OECD","Label (cars)","Label ","Label ","Non-market","Information","jump",0
"918","Transport","Speed Limits","AUS",2018,9,"NMBI","Other NMBI",2,2,0,1,1,"OECD","Speed limit","Speed limit","Speed limit","Non-market","Regulation","jump",1
"919","Transport","Taxation","SWE",2018,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax (cars)","Vehicle tax","Taxation (vehicle)","Market","Pricing","jump",1
"920","Transport","Taxation","TUR",2018,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax (cars)","Vehicle tax","Taxation (vehicle)","Market","Pricing","jump",0
"921","Buildings","Bans and Phaseouts Fossil Fuels Heating","DEU",2019,1,"NMBI","Technology Standards",1,1,1,0,0,"OECD","Ban & phase out (fossil heatings)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"922","Buildings","Bans and Phaseouts Fossil Fuels Heating","IRL",2019,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out (fossil heatings)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"923","Buildings","Bans and Phaseouts Fossil Fuels Heating","DNK",2019,5,"NMBI","Technology Standards",3,3,0,1,1,"OECD","Ban & phase out (fossil heatings)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"924","Buildings","Bans and Phaseouts Fossil Fuels Heating","AUT",2019,3,"NMBI","Technology Standards",3,3,1,1,1,"OECD","Ban & phase out (fossil heatings)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"925","Buildings","Bans and Phaseouts Fossil Fuels Heating","BEL",2019,1,"NMBI","Technology Standards",1,1,1,0,0,"OECD","Ban & phase out (fossil heatings)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"926","Buildings","Bans and Phaseouts Fossil Fuels Heating","SVK",2019,1,"NMBI","Technology Standards",1,1,1,0,0,"OECD","Ban & phase out (fossil heatings)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"927","Buildings","Bans and Phaseouts Fossil Fuels Heating","FRA",2019,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out (fossil heatings)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"928","Buildings","Bans and Phaseouts Fossil Fuels Heating","NLD",2019,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out (fossil heatings)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"929","Buildings","BuildingEnergyCodes","CHN",2019,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD","Building code","Building code","Building code","Non-market","Regulation","jump",0
"930","Buildings","Carbon Tax Buildings","CAN",2019,4,"MBI","Carbon Pricing",2,1,0,1,0,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",1
"931","Buildings","Carbon Tax Buildings","ZAF",2019,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",0
"932","Buildings","Financing Mechanism Buildings","NZL",2019,5,"MBI","Subsidy",2,2,0,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"933","Buildings","Financing Mechanism Buildings","GBR",2019,10,"MBI","Subsidy",2,2,0,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"934","Buildings","Financing Mechanism Buildings","BEL",2019,10,"MBI","Subsidy",2,2,0,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"935","Electricity","Auction","PRT",2019,1,"MBI","Subsidy",1,1,1,0,0,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",1
"936","Electricity","Auction","ARG",2019,5,"MBI","Subsidy",5,2,0,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",0
"937","Electricity","Auction","COL",2019,2,"MBI","Subsidy",2,2,1,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",0
"938","Electricity","BanPhaseOutCoal","DEU",2019,4,"NMBI","Technology Standards",4,4,1,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"939","Electricity","BanPhaseOutCoal","GRC",2019,5,"NMBI","Technology Standards",5,5,1,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"940","Electricity","BanPhaseOutCoal","HUN",2019,1,"NMBI","Technology Standards",1,1,1,0,0,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"941","Electricity","BanPhaseOutCoal","SVK",2019,5,"NMBI","Technology Standards",5,5,1,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"942","Electricity","Carbon Tax Electricity","ZAF",2019,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",0
"943","Electricity","Carbon Tax Electricity","CAN",2019,8,"MBI","Carbon Pricing",6,3,0,1,1,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",1
"944","Electricity","Fossil Fuel Subsidies Electricity","TUR",2019,9,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"945","Electricity","Fossil Fuel Subsidies Electricity","IRL",2019,6,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"946","Electricity","PlanningRenewablesExpansion","BEL",2019,7,"NMBI","Other regulatory instruments",5,6,0,1,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",1
"947","Electricity","PlanningRenewablesExpansion","MEX",2019,9,"NMBI","Other regulatory instruments",3,3,0,1,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",0
"948","Electricity","Renewable energy certificates","IND",2019,6,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Renewable portfolio standard","Non-market","Regulation","jump",0
"949","Electricity","Renewable energy certificates","ROU",2019,9,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Renewable portfolio standard","Non-market","Regulation","jump",1
"950","Electricity","Renewable energy certificates","BEL",2019,10,"MBI","Subsidy",2,2,0,1,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Renewable portfolio standard","Non-market","Regulation","jump",1
"951","Industry","Carbon Tax Industry","ZAF",2019,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",0
"952","Industry","Carbon Tax Industry","CAN",2019,6,"MBI","Carbon Pricing",4,2,0,1,1,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",1
"953","Industry","EnergyEfficiencyMandates","GRC",2019,4,"NMBI","Other regulatory instruments",3,3,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"954","Industry","EnergyEfficiencyMandates","HUN",2019,8,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"955","Industry","Fossil Fuel Subsidies Industry","GRC",2019,5,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"956","Industry","MEPS electric motors","BRA",2019,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"957","Transport","Bans and Phaseouts passenger cars ICE","SWE",2019,3,"NMBI","Technology Standards",3,3,1,1,1,"OECD","Ban & phase out (fossil cars)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"958","Transport","Bans and Phaseouts passenger cars ICE","FRA",2019,4,"NMBI","Technology Standards",2,2,0,1,1,"OECD","Ban & phase out (fossil cars)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"959","Transport","Bans and Phaseouts passenger cars ICE","IRL",2019,3,"NMBI","Technology Standards",3,3,1,1,1,"OECD","Ban & phase out (fossil cars)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"960","Transport","Bans and Phaseouts passenger cars ICE","ESP",2019,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out (fossil cars)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"961","Transport","Carbon Tax Transport","ZAF",2019,4,"MBI","Carbon Pricing",4,4,1,1,1,"OECD","Carbon tax","Carbon tax","Taxation (driving)","Market","Pricing","jump",0
"962","Transport","Carbon Tax Transport","CAN",2019,4,"MBI","Carbon Pricing",2,1,0,1,0,"OECD","Carbon tax","Carbon tax","Taxation (driving)","Market","Pricing","jump",1
"963","Transport","Financial support","AUT",2019,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"964","Transport","Financial support","DEU",2019,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"965","Transport","Financial support","ESP",2019,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"966","Transport","Financial support","NLD",2019,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"967","Transport","Financial support","PRT",2019,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"968","Transport","Financial support","ITA",2019,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"969","Transport","Financial support","MEX",2019,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",0
"970","Transport","Fossil Fuel Subsidies Transport","GBR",2019,10,"MBI","Carbon Pricing",2,0,0,1,0,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"971","Transport","Fossil Fuel Subsidies Transport","COL",2019,4,"MBI","Carbon Pricing",2,1,0,1,0,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"972","Transport","Investment in Rail Infrastructure","RUS",2019,9,"NMBI","Other NMBI",2,3,0,1,1,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",0
"973","Transport","Investment in Rail Infrastructure","ITA",2019,9,"NMBI","Other NMBI",3,0,0,1,0,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"974","Transport","Investment in Rail Infrastructure","BGR",2019,4,"NMBI","Other NMBI",2,-4,0,1,0,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"975","Transport","Labels Passenger Cars","ARG",2019,10,"NMBI","Information",10,10,1,1,1,"OECD","Label (cars)","Label ","Label ","Non-market","Information","jump",0
"976","Transport","Taxation","IRL",2019,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax (cars)","Vehicle tax","Taxation (vehicle)","Market","Pricing","jump",1
"977","Transport","Taxation","FRA",2019,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax (cars)","Vehicle tax","Taxation (vehicle)","Market","Pricing","jump",1
"978","Buildings","Bans and Phaseouts Fossil Fuels Heating","NLD",2020,4,"NMBI","Technology Standards",2,4,0,1,0,"OECD","Ban & phase out (fossil heatings)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"979","Buildings","Bans and Phaseouts Fossil Fuels Heating","GBR",2020,1,"NMBI","Technology Standards",1,1,1,0,0,"OECD","Ban & phase out (fossil heatings)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"980","Buildings","Bans and Phaseouts Fossil Fuels Heating","SWE",2020,5,"NMBI","Technology Standards",2,2,0,1,1,"OECD","Ban & phase out (fossil heatings)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"981","Buildings","BuildingEnergyCodes","MEX",2020,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Building code","Building code","Building code","Non-market","Regulation","jump",0
"982","Buildings","BuildingEnergyCodes","SAU",2020,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Building code","Building code","Building code","Non-market","Regulation","jump",0
"983","Buildings","BuildingEnergyCodes","POL",2020,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD","Building code","Building code","Building code","Non-market","Regulation","jump",1
